1.0	0.000
2.0	0.000
3.0	0.893
4.0	0.795
5.0	0.777
6.0	0.776
7.0	0.771
8.0	0.734
9.0	0.665
10.0	0.532
11.0	0.402
12.0	0.297
13.0	0.228
14.0	0.180
15.0	0.145
16.0	0.120
17.0	0.101
18.0	0.086
19.0	0.074
20.0	0.063
21.0	0.0
22.0	0.0
23.0	0.0
24.0	0.0
25.0	0.0
26.0	0.0
27.0	0.0
28.0	0.0
29.0	0.0
30.0	0.0
31.0	0.0
