556171	6680807
555026	6681064
554909	6681313
554799	6681557
553573	6681351
553505	6681676
553447	6682011
553369	6682411
553283	6682769
552374	6681181
552331	6681491
552278	6681793
552220	6682074
558618	6682535
558453	6682773
558291	6683005
558108	6683222
557923	6683432
558300	6681701
558098	6681912
557903	6682130
557592	6682556
557476	6682834
558782	6680593
558705	6680884
558620	6681176
557557	6680200
557435	6680477
557320	6680753
557194	6681040
557068	6681335
556947	6681613
556817	6681915
557676	6679925
556679	6679100
556534	6679438
556431	6679763
556304	6680129
556211	6680456
555505	6679049
555431	6679335
555373	6679616
555321	6679891
